,Date,AveragePrice,Total Sold Volume,type,year,region
14657,2016-08-07,1.7,177284.38,organic,2016,West
14658,2016-07-31,1.65,189615.28,organic,2016,West
14659,2016-07-24,1.88,168610.5,organic,2016,West
14660,2016-07-17,1.85,179798.46,organic,2016,West
14661,2016-07-10,1.54,226554.8,organic,2016,West
14662,2016-07-03,1.47,245935.09,organic,2016,West
14663,2016-06-26,1.56,213439.57,organic,2016,West
14664,2016-06-19,1.49,244706.99,organic,2016,West
14665,2016-06-12,1.6,183825.41,organic,2016,West
14666,2016-06-05,1.58,195651.71,organic,2016,West
14667,2016-05-29,1.37,249655.68,organic,2016,West
14668,2016-05-22,1.27,321890.92,organic,2016,West
14669,2016-05-15,1.39,252652.39,organic,2016,West
14670,2016-05-08,1.08,291268.76,organic,2016,West
14671,2016-05-01,1.01,509484.65,organic,2016,West
14672,2016-04-24,1.01,628445.85,organic,2016,West
14673,2016-04-17,1.31,250678.16,organic,2016,West
14674,2016-04-10,0.99,405751.04,organic,2016,West
14675,2016-04-03,1.27,226558.02,organic,2016,West
14676,2016-03-27,1.39,208015.17,organic,2016,West
14677,2016-03-20,0.99,380211.61,organic,2016,West
14678,2016-03-13,1.0,344775.17,organic,2016,West
14679,2016-03-06,0.96,356224.38,organic,2016,West
14680,2016-02-28,1.42,183804.74,organic,2016,West
14681,2016-02-21,1.37,163120.64,organic,2016,West
14682,2016-02-14,1.07,292307.61,organic,2016,West
14683,2016-02-07,1.22,196570.63,organic,2016,West
14684,2016-01-31,1.23,216330.45,organic,2016,West
14685,2016-01-24,1.27,184872.75,organic,2016,West
14686,2016-01-17,1.27,190161.43,organic,2016,West
14687,2016-01-10,1.09,255091.59,organic,2016,West
14688,2016-01-03,1.41,171841.15,organic,2016,West
14689,2016-12-25,1.31,17382.2,organic,2016,WestTexNewMexico
14690,2016-12-18,1.34,11406.5,organic,2016,WestTexNewMexico
14691,2016-12-11,1.54,13227.83,organic,2016,WestTexNewMexico
14692,2016-12-04,1.82,9895.04,organic,2016,WestTexNewMexico
14693,2016-11-27,1.72,9783.93,organic,2016,WestTexNewMexico
14694,2016-11-20,1.75,11140.07,organic,2016,WestTexNewMexico
14695,2016-11-13,1.59,14666.55,organic,2016,WestTexNewMexico
14696,2016-11-06,2.01,8433.01,organic,2016,WestTexNewMexico
14697,2016-10-30,2.57,5647.48,organic,2016,WestTexNewMexico
14698,2016-10-23,2.27,4582.72,organic,2016,WestTexNewMexico
14699,2016-10-16,2.93,5373.88,organic,2016,WestTexNewMexico
14700,2016-10-09,2.35,6223.98,organic,2016,WestTexNewMexico
14701,2016-10-02,2.79,5562.0,organic,2016,WestTexNewMexico
14702,2016-09-25,2.83,4984.76,organic,2016,WestTexNewMexico
14703,2016-09-18,1.77,10726.53,organic,2016,WestTexNewMexico
14704,2016-09-11,1.87,13156.18,organic,2016,WestTexNewMexico
14705,2016-09-04,1.82,14809.52,organic,2016,WestTexNewMexico
14706,2016-08-28,1.69,13652.91,organic,2016,WestTexNewMexico
14707,2016-08-21,1.76,15357.93,organic,2016,WestTexNewMexico
14708,2016-08-14,1.72,16857.19,organic,2016,WestTexNewMexico
14709,2016-08-07,1.78,17562.46,organic,2016,WestTexNewMexico
14710,2016-07-31,1.84,16389.34,organic,2016,WestTexNewMexico
14711,2016-07-24,1.99,16025.11,organic,2016,WestTexNewMexico
14712,2016-07-17,1.89,20129.64,organic,2016,WestTexNewMexico
14713,2016-07-10,1.65,23418.88,organic,2016,WestTexNewMexico
14714,2016-07-03,1.43,22964.25,organic,2016,WestTexNewMexico
14715,2016-06-26,1.38,21667.76,organic,2016,WestTexNewMexico
14716,2016-06-19,1.37,18402.19,organic,2016,WestTexNewMexico
14717,2016-06-12,1.36,19518.92,organic,2016,WestTexNewMexico
14718,2016-06-05,1.29,24167.8,organic,2016,WestTexNewMexico
14719,2016-05-29,1.35,47067.58,organic,2016,WestTexNewMexico
14720,2016-05-22,1.36,30983.48,organic,2016,WestTexNewMexico
14721,2016-05-15,1.25,50809.3,organic,2016,WestTexNewMexico
14722,2016-05-08,1.1,41244.99,organic,2016,WestTexNewMexico
14723,2016-05-01,1.09,52358.11,organic,2016,WestTexNewMexico
14724,2016-04-24,1.36,38767.82,organic,2016,WestTexNewMexico
14725,2016-04-17,1.36,37885.9,organic,2016,WestTexNewMexico
14726,2016-04-10,1.31,21561.29,organic,2016,WestTexNewMexico
14727,2016-04-03,1.29,20698.7,organic,2016,WestTexNewMexico
14728,2016-03-27,1.41,17528.02,organic,2016,WestTexNewMexico
14729,2016-03-20,1.47,15705.35,organic,2016,WestTexNewMexico
14730,2016-03-13,1.3,18611.51,organic,2016,WestTexNewMexico
14731,2016-03-06,1.32,18916.59,organic,2016,WestTexNewMexico
14732,2016-02-28,1.36,16034.56,organic,2016,WestTexNewMexico
14733,2016-02-21,1.48,14413.74,organic,2016,WestTexNewMexico
14734,2016-02-14,1.39,15805.58,organic,2016,WestTexNewMexico
14735,2016-02-07,1.49,13712.44,organic,2016,WestTexNewMexico
14736,2016-01-31,1.64,11626.56,organic,2016,WestTexNewMexico
14737,2016-01-24,1.47,12171.04,organic,2016,WestTexNewMexico
14738,2016-01-17,1.45,13237.48,organic,2016,WestTexNewMexico
14739,2016-01-10,1.37,12647.9,organic,2016,WestTexNewMexico
14740,2016-01-03,1.58,9667.05,organic,2016,WestTexNewMexico
14741,2017-12-31,1.46,3463.85,organic,2017,Albany
14742,2017-12-24,1.58,3694.13,organic,2017,Albany
14743,2017-12-17,1.43,3513.77,organic,2017,Albany
14744,2017-12-10,1.45,3779.98,organic,2017,Albany
14745,2017-12-03,1.44,3577.04,organic,2017,Albany
14746,2017-11-26,1.57,2841.29,organic,2017,Albany
14747,2017-11-19,1.75,2506.38,organic,2017,Albany
14748,2017-11-12,1.71,2664.62,organic,2017,Albany
14749,2017-11-05,1.5,3425.86,organic,2017,Albany
14750,2017-10-29,1.38,5583.79,organic,2017,Albany
14751,2017-10-22,1.49,4337.67,organic,2017,Albany
14752,2017-10-15,1.47,4522.84,organic,2017,Albany
14753,2017-10-08,1.4,5229.43,organic,2017,Albany
14754,2017-10-01,1.59,3423.95,organic,2017,Albany
14755,2017-09-24,1.42,3627.18,organic,2017,Albany
14756,2017-09-17,1.55,3431.2,organic,2017,Albany
14757,2017-09-10,1.78,3139.84,organic,2017,Albany
14758,2017-09-03,2.0,2022.0,organic,2017,Albany
14759,2017-08-27,1.91,2525.28,organic,2017,Albany
14760,2017-08-20,1.86,2584.08,organic,2017,Albany
14761,2017-08-13,1.9,2259.92,organic,2017,Albany
14762,2017-08-06,1.98,2576.49,organic,2017,Albany
14763,2017-07-30,1.67,2503.82,organic,2017,Albany
14764,2017-07-23,1.42,4233.61,organic,2017,Albany
14765,2017-07-16,1.87,2889.03,organic,2017,Albany
14766,2017-07-09,2.0,1883.1,organic,2017,Albany
14767,2017-07-02,2.03,2268.86,organic,2017,Albany
14768,2017-06-25,2.13,2898.81,organic,2017,Albany
14769,2017-06-18,2.03,3185.1,organic,2017,Albany
14770,2017-06-11,2.04,2719.24,organic,2017,Albany
14771,2017-06-04,1.63,3771.39,organic,2017,Albany
14772,2017-05-28,1.87,3365.45,organic,2017,Albany
14773,2017-05-21,1.84,3184.37,organic,2017,Albany
14774,2017-05-14,1.57,4270.28,organic,2017,Albany
14775,2017-05-07,1.79,2897.23,organic,2017,Albany
14776,2017-04-30,1.74,3046.63,organic,2017,Albany
14777,2017-04-23,1.92,2087.6,organic,2017,Albany
14778,2017-04-16,1.85,2886.48,organic,2017,Albany
14779,2017-04-09,1.92,2209.82,organic,2017,Albany
14780,2017-04-02,1.86,3492.87,organic,2017,Albany
14781,2017-03-26,2.02,2250.22,organic,2017,Albany
14782,2017-03-19,1.87,2763.38,organic,2017,Albany
14783,2017-03-12,1.97,2001.95,organic,2017,Albany
14784,2017-03-05,1.84,2228.14,organic,2017,Albany
14785,2017-02-26,1.71,2185.96,organic,2017,Albany
14786,2017-02-19,1.67,2523.56,organic,2017,Albany
14787,2017-02-12,1.78,1806.4,organic,2017,Albany
14788,2017-02-05,1.72,1753.35,organic,2017,Albany
14789,2017-01-29,1.86,1795.81,organic,2017,Albany
14790,2017-01-22,1.82,1897.07,organic,2017,Albany
14791,2017-01-15,1.84,1982.65,organic,2017,Albany
14792,2017-01-08,1.94,2229.52,organic,2017,Albany
14793,2017-01-01,1.87,1376.7,organic,2017,Albany
14794,2017-12-31,1.28,17217.91,organic,2017,Atlanta
14795,2017-12-24,1.59,15311.1,organic,2017,Atlanta
14796,2017-12-17,1.59,11548.46,organic,2017,Atlanta
14797,2017-12-10,1.63,13300.51,organic,2017,Atlanta
14798,2017-12-03,1.62,10609.29,organic,2017,Atlanta
14799,2017-11-26,1.66,11834.89,organic,2017,Atlanta
14800,2017-11-19,1.62,10393.69,organic,2017,Atlanta
14801,2017-11-12,1.8,12115.78,organic,2017,Atlanta
14802,2017-11-05,1.86,11588.38,organic,2017,Atlanta
14803,2017-10-29,2.04,15731.26,organic,2017,Atlanta
14804,2017-10-22,2.06,14351.98,organic,2017,Atlanta
14805,2017-10-15,2.23,11405.18,organic,2017,Atlanta
14806,2017-10-08,2.55,12275.61,organic,2017,Atlanta
14807,2017-10-01,2.75,13557.58,organic,2017,Atlanta
14808,2017-09-24,2.56,18912.3,organic,2017,Atlanta
14809,2017-09-17,2.54,17292.22,organic,2017,Atlanta
14810,2017-09-10,2.59,13955.66,organic,2017,Atlanta
14811,2017-09-03,2.59,17990.83,organic,2017,Atlanta
14812,2017-08-27,2.59,13910.32,organic,2017,Atlanta
14813,2017-08-20,2.18,17338.42,organic,2017,Atlanta
14814,2017-08-13,2.14,14533.65,organic,2017,Atlanta
14815,2017-08-06,1.97,13998.62,organic,2017,Atlanta
14816,2017-07-30,1.78,15501.08,organic,2017,Atlanta
14817,2017-07-23,1.85,17588.07,organic,2017,Atlanta
14818,2017-07-16,1.89,14396.43,organic,2017,Atlanta
14819,2017-07-09,1.61,22122.61,organic,2017,Atlanta
14820,2017-07-02,1.53,23108.17,organic,2017,Atlanta
14821,2017-06-25,1.31,30581.47,organic,2017,Atlanta
14822,2017-06-18,1.49,23485.92,organic,2017,Atlanta
14823,2017-06-11,1.06,33969.35,organic,2017,Atlanta
14824,2017-06-04,1.44,20445.39,organic,2017,Atlanta
14825,2017-05-28,1.59,19501.92,organic,2017,Atlanta
14826,2017-05-21,1.38,21857.76,organic,2017,Atlanta
14827,2017-05-14,1.46,15466.97,organic,2017,Atlanta
14828,2017-05-07,1.37,18229.58,organic,2017,Atlanta
14829,2017-04-30,1.59,15041.91,organic,2017,Atlanta
14830,2017-04-23,1.63,13269.05,organic,2017,Atlanta
14831,2017-04-16,1.27,16411.1,organic,2017,Atlanta
14832,2017-04-09,0.91,24438.67,organic,2017,Atlanta
14833,2017-04-02,1.26,16943.34,organic,2017,Atlanta
14834,2017-03-26,1.27,16209.23,organic,2017,Atlanta
14835,2017-03-19,1.23,11754.42,organic,2017,Atlanta
14836,2017-03-12,0.9,18563.32,organic,2017,Atlanta
14837,2017-03-05,0.62,32292.39,organic,2017,Atlanta
14838,2017-02-26,0.64,24322.77,organic,2017,Atlanta
14839,2017-02-19,1.06,11866.71,organic,2017,Atlanta
14840,2017-02-12,1.07,11072.75,organic,2017,Atlanta
14841,2017-02-05,1.28,9685.15,organic,2017,Atlanta
14842,2017-01-29,1.53,7330.86,organic,2017,Atlanta
14843,2017-01-22,1.62,7484.99,organic,2017,Atlanta
14844,2017-01-15,1.62,6291.29,organic,2017,Atlanta
14845,2017-01-08,1.74,8244.17,organic,2017,Atlanta
14846,2017-01-01,1.81,5342.85,organic,2017,Atlanta
14847,2017-12-31,1.53,40942.37,organic,2017,BaltimoreWashington
14848,2017-12-24,1.56,35540.32,organic,2017,BaltimoreWashington
14849,2017-12-17,1.58,34581.64,organic,2017,BaltimoreWashington
14850,2017-12-10,1.51,41451.11,organic,2017,BaltimoreWashington
14851,2017-12-03,1.58,38753.69,organic,2017,BaltimoreWashington
14852,2017-11-26,1.69,31688.93,organic,2017,BaltimoreWashington
14853,2017-11-19,1.8,28942.29,organic,2017,BaltimoreWashington
14854,2017-11-12,1.81,33641.31,organic,2017,BaltimoreWashington
14855,2017-11-05,1.84,35881.7,organic,2017,BaltimoreWashington
14856,2017-10-29,1.81,37155.43,organic,2017,BaltimoreWashington
14857,2017-10-22,1.64,47486.93,organic,2017,BaltimoreWashington
14858,2017-10-15,1.6,56559.22,organic,2017,BaltimoreWashington
14859,2017-10-08,1.5,67233.45,organic,2017,BaltimoreWashington
14860,2017-10-01,1.62,48973.13,organic,2017,BaltimoreWashington
14861,2017-09-24,1.53,62464.93,organic,2017,BaltimoreWashington
14862,2017-09-17,1.54,59452.63,organic,2017,BaltimoreWashington
14863,2017-09-10,1.59,63283.62,organic,2017,BaltimoreWashington
14864,2017-09-03,1.68,58736.24,organic,2017,BaltimoreWashington
14865,2017-08-27,1.82,41523.58,organic,2017,BaltimoreWashington
14866,2017-08-20,1.75,39133.75,organic,2017,BaltimoreWashington
14867,2017-08-13,1.66,40536.12,organic,2017,BaltimoreWashington
14868,2017-08-06,1.65,41701.43,organic,2017,BaltimoreWashington
14869,2017-07-30,1.6,41846.93,organic,2017,BaltimoreWashington
14870,2017-07-23,1.51,50322.79,organic,2017,BaltimoreWashington
14871,2017-07-16,1.57,37981.09,organic,2017,BaltimoreWashington
14872,2017-07-09,2.26,18665.31,organic,2017,BaltimoreWashington
14873,2017-07-02,2.2,23687.44,organic,2017,BaltimoreWashington
14874,2017-06-25,2.21,22445.91,organic,2017,BaltimoreWashington
14875,2017-06-18,2.2,22845.26,organic,2017,BaltimoreWashington
14876,2017-06-11,2.17,23607.15,organic,2017,BaltimoreWashington
14877,2017-06-04,2.15,26345.64,organic,2017,BaltimoreWashington
14878,2017-05-28,2.18,24730.84,organic,2017,BaltimoreWashington
14879,2017-05-21,2.2,23209.1,organic,2017,BaltimoreWashington
14880,2017-05-14,2.11,25181.71,organic,2017,BaltimoreWashington
14881,2017-05-07,2.13,21753.01,organic,2017,BaltimoreWashington
14882,2017-04-30,2.15,25696.88,organic,2017,BaltimoreWashington
14883,2017-04-23,2.14,24138.64,organic,2017,BaltimoreWashington
14884,2017-04-16,1.96,24454.71,organic,2017,BaltimoreWashington
14885,2017-04-09,1.89,19114.94,organic,2017,BaltimoreWashington
14886,2017-04-02,1.97,23194.42,organic,2017,BaltimoreWashington
14887,2017-03-26,1.97,20770.15,organic,2017,BaltimoreWashington
14888,2017-03-19,2.06,18537.54,organic,2017,BaltimoreWashington
14889,2017-03-12,2.12,17418.01,organic,2017,BaltimoreWashington
14890,2017-03-05,1.97,18082.67,organic,2017,BaltimoreWashington
14891,2017-02-26,1.93,16773.14,organic,2017,BaltimoreWashington
14892,2017-02-19,1.81,21623.61,organic,2017,BaltimoreWashington
14893,2017-02-12,1.85,18596.41,organic,2017,BaltimoreWashington
14894,2017-02-05,1.85,17974.51,organic,2017,BaltimoreWashington
14895,2017-01-29,1.85,17293.49,organic,2017,BaltimoreWashington
14896,2017-01-22,1.85,18486.41,organic,2017,BaltimoreWashington
14897,2017-01-15,1.82,20759.34,organic,2017,BaltimoreWashington
14898,2017-01-08,1.85,17989.43,organic,2017,BaltimoreWashington
14899,2017-01-01,1.92,13901.46,organic,2017,BaltimoreWashington
14900,2017-12-31,1.72,2017.17,organic,2017,Boise
14901,2017-12-24,1.44,3029.24,organic,2017,Boise
14902,2017-12-17,1.79,1797.04,organic,2017,Boise
14903,2017-12-10,1.76,2237.32,organic,2017,Boise
14904,2017-12-03,1.77,1829.41,organic,2017,Boise
14905,2017-11-26,1.47,2741.2,organic,2017,Boise
14906,2017-11-19,1.85,1863.13,organic,2017,Boise
14907,2017-11-12,1.88,1869.21,organic,2017,Boise
14908,2017-11-05,2.33,1886.42,organic,2017,Boise
14909,2017-10-29,2.34,1962.54,organic,2017,Boise
14910,2017-10-22,2.41,1631.8,organic,2017,Boise
14911,2017-10-15,2.62,1563.12,organic,2017,Boise
14912,2017-10-08,2.78,1655.56,organic,2017,Boise
14913,2017-10-01,2.79,1373.11,organic,2017,Boise
14914,2017-09-24,2.64,1411.83,organic,2017,Boise
14915,2017-09-17,2.65,1491.87,organic,2017,Boise
14916,2017-09-10,2.63,1600.11,organic,2017,Boise
14917,2017-09-03,2.71,1855.43,organic,2017,Boise
14918,2017-08-27,2.75,1643.45,organic,2017,Boise
14919,2017-08-20,2.62,1661.6,organic,2017,Boise
14920,2017-08-13,2.32,1816.79,organic,2017,Boise
14921,2017-08-06,2.21,2091.16,organic,2017,Boise
14922,2017-07-30,2.21,2033.48,organic,2017,Boise
14923,2017-07-23,2.23,2197.65,organic,2017,Boise
14924,2017-07-16,2.26,2647.32,organic,2017,Boise
14925,2017-07-09,1.58,3526.39,organic,2017,Boise
14926,2017-07-02,1.92,2765.03,organic,2017,Boise
14927,2017-06-25,2.09,2373.02,organic,2017,Boise
14928,2017-06-18,1.55,3263.02,organic,2017,Boise
14929,2017-06-11,1.27,4375.53,organic,2017,Boise
14930,2017-06-04,1.27,4579.54,organic,2017,Boise
14931,2017-05-28,1.22,4468.0,organic,2017,Boise
14932,2017-05-21,1.27,3897.02,organic,2017,Boise
14933,2017-05-14,1.27,4103.97,organic,2017,Boise
14934,2017-05-07,1.17,4483.61,organic,2017,Boise
14935,2017-04-30,1.22,3943.0,organic,2017,Boise
14936,2017-04-23,1.23,3316.33,organic,2017,Boise
14937,2017-04-16,1.23,3493.39,organic,2017,Boise
14938,2017-04-09,1.18,3514.61,organic,2017,Boise
14939,2017-04-02,0.82,4767.59,organic,2017,Boise
14940,2017-03-26,0.81,4448.99,organic,2017,Boise
14941,2017-03-19,1.25,2665.45,organic,2017,Boise
14942,2017-03-12,1.16,2918.06,organic,2017,Boise
14943,2017-03-05,0.72,4667.26,organic,2017,Boise
14944,2017-02-26,1.15,2949.49,organic,2017,Boise
14945,2017-02-19,1.65,2104.05,organic,2017,Boise
14946,2017-02-12,1.58,2375.9,organic,2017,Boise
14947,2017-02-05,0.95,3143.96,organic,2017,Boise
14948,2017-01-29,1.06,3212.37,organic,2017,Boise
14949,2017-01-22,1.06,3083.38,organic,2017,Boise
14950,2017-01-15,1.06,3071.87,organic,2017,Boise
14951,2017-01-08,1.04,4137.35,organic,2017,Boise
14952,2017-01-01,1.05,2823.82,organic,2017,Boise
14953,2017-12-31,1.86,25275.08,organic,2017,Boston
14954,2017-12-24,1.83,25639.14,organic,2017,Boston
14955,2017-12-17,1.82,24904.99,organic,2017,Boston
14956,2017-12-10,1.74,26314.71,organic,2017,Boston
14957,2017-12-03,1.88,21338.43,organic,2017,Boston
14958,2017-11-26,1.81,21588.38,organic,2017,Boston
14959,2017-11-19,1.81,26149.55,organic,2017,Boston
14960,2017-11-12,1.87,26148.28,organic,2017,Boston
14961,2017-11-05,1.95,28626.61,organic,2017,Boston
14962,2017-10-29,1.83,34011.21,organic,2017,Boston
14963,2017-10-22,1.58,34913.38,organic,2017,Boston
14964,2017-10-15,1.6,37877.39,organic,2017,Boston
14965,2017-10-08,1.56,30044.2,organic,2017,Boston
14966,2017-10-01,1.61,26718.67,organic,2017,Boston
14967,2017-09-24,1.56,31132.88,organic,2017,Boston
14968,2017-09-17,1.56,31066.35,organic,2017,Boston
14969,2017-09-10,1.74,25480.22,organic,2017,Boston
14970,2017-09-03,1.76,22577.26,organic,2017,Boston
14971,2017-08-27,1.75,22339.0,organic,2017,Boston
14972,2017-08-20,1.72,22954.83,organic,2017,Boston
14973,2017-08-13,1.77,18946.53,organic,2017,Boston
14974,2017-08-06,1.61,22037.86,organic,2017,Boston
14975,2017-07-30,1.61,23890.76,organic,2017,Boston
14976,2017-07-23,1.59,28957.04,organic,2017,Boston
14977,2017-07-16,1.61,25501.3,organic,2017,Boston
14978,2017-07-09,2.17,20152.69,organic,2017,Boston
14979,2017-07-02,2.13,19686.52,organic,2017,Boston
14980,2017-06-25,2.13,22051.39,organic,2017,Boston
14981,2017-06-18,2.12,23277.63,organic,2017,Boston
14982,2017-06-11,2.07,20437.87,organic,2017,Boston
14983,2017-06-04,2.04,22924.67,organic,2017,Boston
14984,2017-05-28,2.04,20860.14,organic,2017,Boston
14985,2017-05-21,1.92,22165.79,organic,2017,Boston
14986,2017-05-14,1.99,21115.24,organic,2017,Boston
14987,2017-05-07,1.98,21056.26,organic,2017,Boston
14988,2017-04-30,2.02,17863.55,organic,2017,Boston
14989,2017-04-23,1.88,17773.38,organic,2017,Boston
14990,2017-04-16,2.0,17641.48,organic,2017,Boston
14991,2017-04-09,2.0,17032.99,organic,2017,Boston
14992,2017-04-02,2.0,16320.74,organic,2017,Boston
14993,2017-03-26,2.02,17307.58,organic,2017,Boston
14994,2017-03-19,2.06,18134.67,organic,2017,Boston
14995,2017-03-12,2.09,18294.75,organic,2017,Boston
14996,2017-03-05,1.72,19270.33,organic,2017,Boston
14997,2017-02-26,2.01,14572.36,organic,2017,Boston
14998,2017-02-19,2.06,16177.04,organic,2017,Boston
14999,2017-02-12,1.95,17727.36,organic,2017,Boston
15000,2017-02-05,1.63,22249.09,organic,2017,Boston
15001,2017-01-29,1.9,15270.59,organic,2017,Boston
15002,2017-01-22,1.93,15417.31,organic,2017,Boston
15003,2017-01-15,1.88,17012.28,organic,2017,Boston
15004,2017-01-08,1.95,17555.2,organic,2017,Boston
15005,2017-01-01,2.06,13438.22,organic,2017,Boston
15006,2017-12-31,1.15,10568.46,organic,2017,BuffaloRochester
15007,2017-12-24,1.15,11025.86,organic,2017,BuffaloRochester
15008,2017-12-17,1.15,10784.73,organic,2017,BuffaloRochester
15009,2017-12-10,1.14,11143.68,organic,2017,BuffaloRochester
15010,2017-12-03,1.18,7575.49,organic,2017,BuffaloRochester
15011,2017-11-26,1.26,5280.35,organic,2017,BuffaloRochester
15012,2017-11-19,1.42,7519.34,organic,2017,BuffaloRochester
15013,2017-11-12,1.39,12395.75,organic,2017,BuffaloRochester
15014,2017-11-05,1.36,12253.81,organic,2017,BuffaloRochester
15015,2017-10-29,1.35,12759.88,organic,2017,BuffaloRochester
15016,2017-10-22,1.35,10115.95,organic,2017,BuffaloRochester
15017,2017-10-15,1.33,12929.64,organic,2017,BuffaloRochester
15018,2017-10-08,1.34,15466.92,organic,2017,BuffaloRochester
15019,2017-10-01,1.39,11486.81,organic,2017,BuffaloRochester
15020,2017-09-24,1.4,10081.25,organic,2017,BuffaloRochester
15021,2017-09-17,1.47,7698.45,organic,2017,BuffaloRochester
15022,2017-09-10,1.8,4946.72,organic,2017,BuffaloRochester
15023,2017-09-03,1.41,11172.15,organic,2017,BuffaloRochester
15024,2017-08-27,1.37,11184.42,organic,2017,BuffaloRochester
15025,2017-08-20,1.46,8235.56,organic,2017,BuffaloRochester
15026,2017-08-13,1.27,10212.38,organic,2017,BuffaloRochester
15027,2017-08-06,1.34,12705.61,organic,2017,BuffaloRochester
15028,2017-07-30,1.44,10708.99,organic,2017,BuffaloRochester
15029,2017-07-23,1.28,14116.97,organic,2017,BuffaloRochester
15030,2017-07-16,1.26,12764.97,organic,2017,BuffaloRochester
15031,2017-07-09,2.55,5369.52,organic,2017,BuffaloRochester
15032,2017-07-02,2.57,4270.32,organic,2017,BuffaloRochester
15033,2017-06-25,2.57,5228.11,organic,2017,BuffaloRochester
15034,2017-06-18,2.54,5445.57,organic,2017,BuffaloRochester
15035,2017-06-11,2.46,5165.43,organic,2017,BuffaloRochester
15036,2017-06-04,2.51,5425.35,organic,2017,BuffaloRochester
15037,2017-05-28,2.19,5712.13,organic,2017,BuffaloRochester
15038,2017-05-21,2.16,4934.21,organic,2017,BuffaloRochester
15039,2017-05-14,2.16,5945.03,organic,2017,BuffaloRochester
15040,2017-05-07,2.19,7609.96,organic,2017,BuffaloRochester
15041,2017-04-30,2.16,3630.0,organic,2017,BuffaloRochester
15042,2017-04-23,2.14,5924.92,organic,2017,BuffaloRochester
15043,2017-04-16,2.14,5987.27,organic,2017,BuffaloRochester
15044,2017-04-09,2.17,5013.5,organic,2017,BuffaloRochester
15045,2017-04-02,2.09,3337.9,organic,2017,BuffaloRochester
15046,2017-03-26,2.16,4486.25,organic,2017,BuffaloRochester
15047,2017-03-19,2.05,3614.79,organic,2017,BuffaloRochester
15048,2017-03-12,2.05,2414.64,organic,2017,BuffaloRochester
15049,2017-03-05,1.89,3184.47,organic,2017,BuffaloRochester
15050,2017-02-26,1.93,2099.67,organic,2017,BuffaloRochester
15051,2017-02-19,1.98,4832.94,organic,2017,BuffaloRochester
15052,2017-02-12,1.81,3594.59,organic,2017,BuffaloRochester
15053,2017-02-05,1.81,5750.39,organic,2017,BuffaloRochester
15054,2017-01-29,1.61,2348.77,organic,2017,BuffaloRochester
15055,2017-01-22,1.5,2590.39,organic,2017,BuffaloRochester
15056,2017-01-15,1.58,4158.47,organic,2017,BuffaloRochester
15057,2017-01-08,1.73,3247.37,organic,2017,BuffaloRochester
15058,2017-01-01,1.64,3425.49,organic,2017,BuffaloRochester
15059,2017-12-31,1.71,160039.02,organic,2017,California
15060,2017-12-24,1.82,138506.44,organic,2017,California
15061,2017-12-17,1.75,126089.01,organic,2017,California
15062,2017-12-10,1.89,125853.18,organic,2017,California
15063,2017-12-03,1.81,125973.2,organic,2017,California
15064,2017-11-26,2.0,115472.08,organic,2017,California
15065,2017-11-19,1.98,122170.14,organic,2017,California
15066,2017-11-12,1.99,122017.93,organic,2017,California
15067,2017-11-05,1.76,145735.09,organic,2017,California
15068,2017-10-29,2.01,129602.47,organic,2017,California
15069,2017-10-22,2.0,132184.44,organic,2017,California
15070,2017-10-15,2.1,115255.48,organic,2017,California
15071,2017-10-08,2.17,124505.87,organic,2017,California
15072,2017-10-01,2.08,132771.77,organic,2017,California
15073,2017-09-24,2.05,138458.82,organic,2017,California
15074,2017-09-17,2.18,152064.59,organic,2017,California
15075,2017-09-10,2.2,140337.35,organic,2017,California
15076,2017-09-03,2.09,142391.81,organic,2017,California
15077,2017-08-27,2.54,121293.43,organic,2017,California
15078,2017-08-20,2.37,140365.99,organic,2017,California
15079,2017-08-13,2.21,139016.53,organic,2017,California
15080,2017-08-06,2.18,118098.82,organic,2017,California
15081,2017-07-30,2.14,113903.29,organic,2017,California
15082,2017-07-23,2.17,128480.81,organic,2017,California
15083,2017-07-16,2.14,127255.55,organic,2017,California
15084,2017-07-09,1.62,169101.22,organic,2017,California
15085,2017-07-02,1.73,163970.9,organic,2017,California
15086,2017-06-25,1.66,167931.62,organic,2017,California
15087,2017-06-18,1.78,181725.85,organic,2017,California
15088,2017-06-11,1.79,179141.21,organic,2017,California
15089,2017-06-04,1.64,206419.24,organic,2017,California
15090,2017-05-28,1.76,197588.64,organic,2017,California
15091,2017-05-21,1.78,183083.69,organic,2017,California
15092,2017-05-14,1.76,167406.47,organic,2017,California
15093,2017-05-07,1.59,211442.68,organic,2017,California
15094,2017-04-30,1.61,199903.62,organic,2017,California
15095,2017-04-23,1.6,197179.76,organic,2017,California
15096,2017-04-16,1.67,194263.4,organic,2017,California
15097,2017-04-09,1.63,186112.1,organic,2017,California
15098,2017-04-02,1.64,191988.18,organic,2017,California
15099,2017-03-26,1.7,194052.77,organic,2017,California
15100,2017-03-19,1.57,209591.02,organic,2017,California
15101,2017-03-12,1.53,210400.75,organic,2017,California
15102,2017-03-05,1.45,220712.33,organic,2017,California
15103,2017-02-26,1.34,215699.08,organic,2017,California
15104,2017-02-19,1.5,183797.3,organic,2017,California
15105,2017-02-12,1.54,151754.58,organic,2017,California
15106,2017-02-05,1.36,169739.8,organic,2017,California
15107,2017-01-29,1.44,165225.54,organic,2017,California
15108,2017-01-22,1.53,136422.97,organic,2017,California
15109,2017-01-15,1.66,142739.21,organic,2017,California
